[42, 178, 58]
[43, 186, 59]
[43, 189, 62]
[44, 185, 60]
[43, 190, 60]
[45, 193, 62]
[42, 197, 62]
[45, 195, 60]
[45, 194, 62]
[45, 185, 60]
[41, 173, 55]
[45, 184, 59]
[42, 190, 60]
[43, 190, 60]
[43, 192, 62] 
[43, 193, 62]
